Hotel name,Currency,Price,Properties
Hotel Castle Salam,USD,49,This property offers: | Breakfast | Parking | Free WiFi
Tiger Garden Int Hotel,USD,28,This property offers: | Breakfast | Parking | +2
HOTEL PUSHPO BILASH,USD,28,This property offers: | Breakfast | Parking | Free WiFi
Rose Garden Guest House,USD,24,This property offers: | Parking | Free WiFi
Adarsha Palace Hotel,USD,6,This property offers: | Free parking
