Bus name,Departure Time,Arrival time,Price/seat
Hanif Enterprise,7:30 AM,6:00 PM,৳ 900
Saintmartin Hyundai (Robi Express),8:45 AM,5:00 PM,৳ 1800
Hanif Enterprise,8:00 PM,6:10 AM,৳ 900
Hanif Enterprise,9:15 PM,6:10 AM,৳ 900
Soudia Coach Service,10:15 PM,7:00 AM,৳ 1250
Soudia Coach Service,10:30 PM,6:00 AM,৳ 900
Hanif Enterprise,11:15 PM,7:15 AM,৳ 1800 | ৳ 1600
Saintmartin Hyundai (Robi Express),11:30 PM,7:00 AM,৳ 1800
Saintmartin Hyundai (Robi Express),11:45 PM,7:00 AM,৳ 1800
